Cell,r_1,i_2,f_3,r_4,i_5,f_6,r_7,i_8,f_9,r_10,i_11,f_12,r_13,i_14,f_15,SOH
1,20004.453,0.27278,0.02639,0.01999,0.99341,-0.32406,12516.703,0.28581,-0.00156,35.93134,0.58851,-0.13706,1.07079,0.77545,-0.04055,85
1,20004.453,0.68612,0.02718,0.01999,1.28982,-0.27581,15829.126,0.71707,-4e-05,28.40909,0.96279,-0.11548,1.35352,1.09034,-0.03383,85
2,20004.453,0.45429,0.02547,0.01999,1.15349,-0.30005,15829.126,0.48595,0.00063,35.93134,0.77665,-0.13122,1.35352,0.94508,-0.03999,85
1,20004.453,0.35176,0.04629,0.01999,1.28575,-0.34957,12516.703,0.38236,0.00239,28.40909,0.80079,-0.19057,0.84734,1.06067,-0.05846,85
1,20004.453,0.7025,0.02639,0.01999,1.31236,-0.2727,15829.126,0.72485,-7e-05,28.40909,0.97947,-0.11562,1.35352,1.10584,-0.03428,85
5,20004.453,0.40028,0.02236,0.01999,1.29255,-0.34616,15829.126,0.42891,9e-05,28.40909,0.8256,-0.17203,0.84734,1.06635,-0.05551,85
1,20004.453,0.69733,0.02694,0.01999,1.30195,-0.28063,15829.126,0.72674,-0.00015,28.40909,0.97283,-0.11587,1.35352,1.10151,-0.03454,85
1,20004.453,0.35136,0.04729,0.01999,1.29309,-0.34115,0.67072,1.31882,-0.00111,28.40909,0.8005,-0.1905,0.84734,1.06455,-0.05926,85
2,20004.453,0.36525,0.02413,0.01999,0.979,-0.27526,12516.703,0.37827,-0.00056,35.93134,0.62681,-0.11391,1.35352,0.76836,-0.03369,85
2,20004.453,0.36616,0.02445,0.01999,0.97089,-0.28317,12516.703,0.38143,-0.00192,35.93134,0.62463,-0.11174,1.35352,0.76707,-0.03335,85
1,20004.453,0.69639,0.02738,0.01999,1.31485,-0.27816,12516.703,0.70772,-6e-05,28.40909,0.97405,-0.11619,1.35352,1.10161,-0.03378,85
1,20004.453,0.35272,0.04746,0.01999,1.29916,-0.34017,1.70952,1.15223,-0.0024,28.40909,0.7997,-0.19033,0.84734,1.06493,-0.05872,85
2,20004.453,0.36485,0.02448,0.01999,0.98119,-0.27484,12516.703,0.37755,-0.00142,35.93134,0.62518,-0.11235,1.35352,0.76716,-0.03341,85
1,20004.453,0.27333,0.02822,0.01999,1.0085,-0.30825,12516.703,0.28717,-0.00215,28.40909,0.61702,-0.1386,1.35352,0.77545,-0.04132,85
2,20004.453,0.45226,0.02415,0.01999,1.1695,-0.30903,15829.126,0.48532,-0.00064,28.40909,0.80187,-0.13293,1.07079,0.94938,-0.0403,85
1,20004.453,0.35181,0.04705,0.01999,1.28738,-0.35867,0.41976,1.38255,0.0025,28.40909,0.80036,-0.19083,0.84734,1.06609,-0.0587,85
2,20004.453,0.36535,0.02402,0.01999,0.97338,-0.27756,12516.703,0.38087,-0.00075,35.93134,0.62651,-0.11322,1.35352,0.76779,-0.03366,85
2,20004.453,0.45449,0.02345,0.01999,1.15514,-0.30044,15829.126,0.48459,-0.00017,35.93134,0.77353,-0.13078,1.35352,0.94369,-0.04029,85
1,20004.453,0.35096,0.04782,0.01999,1.29044,-0.35001,12516.703,0.38222,0.00227,28.40909,0.7997,-0.19078,0.84734,1.06519,-0.05834,85
2,20004.453,0.45296,0.02397,0.01999,1.15332,-0.2985,15829.126,0.48592,-6e-05,35.93134,0.77441,-0.13202,1.07079,0.94878,-0.03976,85
1,20004.453,0.27376,0.02732,0.01999,1.00559,-0.31778,0.13007,0.88463,0.00014,28.40909,0.61545,-0.13714,1.07079,0.77584,-0.04144,85
2,20004.453,0.36434,0.02394,0.01999,0.98018,-0.27693,12516.703,0.38197,-0.00158,35.93134,0.6263,-0.11444,1.70952,0.76758,-0.03393,85
2,20004.453,0.45546,0.02494,0.01999,1.15969,-0.29348,15829.126,0.48711,-0.00031,35.93134,0.77508,-0.13194,1.35352,0.94642,-0.04057,85
1,20004.453,0.70251,0.02635,0.01999,1.31377,-0.27383,12516.703,0.7184,0.00026,28.40909,0.98048,-0.11627,1.07079,1.11363,-0.03428,85
1,20004.453,0.27341,0.02674,0.01999,1.00004,-0.30003,15829.126,0.29976,0.00108,28.40909,0.61569,-0.13741,1.07079,0.77862,-0.04146,85
1,20004.453,0.35231,0.04698,0.01999,1.30953,-0.34662,12516.703,0.38243,0.00315,22.48202,0.83744,-0.19012,0.67072,1.0713,-0.0586,85
2,20004.453,0.4541,0.02482,0.01999,1.15378,-0.30751,15829.126,0.48426,-0.00069,35.93134,0.77579,-0.13221,1.35352,0.94836,-0.04022,85
2,20004.453,0.36414,0.02483,0.01999,0.97526,-0.28209,12516.703,0.37679,-0.00237,35.93134,0.62689,-0.11475,1.07079,0.77489,-0.03399,85
1,20004.453,0.69141,0.02823,0.01999,1.29683,-0.27477,15829.126,0.71058,5e-05,28.40909,0.96766,-0.11679,1.07079,1.09944,-0.0347,85
1,20004.453,0.27247,0.02614,0.01999,0.9923,-0.30318,12516.703,0.28598,-0.00154,35.93134,0.58855,-0.13792,1.07079,0.77916,-0.04094,85
2,20004.453,0.36653,0.02444,0.01999,0.97648,-0.28457,15829.126,0.40194,-0.00219,28.40909,0.64947,-0.11499,1.35352,0.77212,-0.03426,85
1,20004.453,0.66352,0.02557,0.01999,1.27363,-0.27383,15829.126,0.69542,-0.00012,28.40909,0.94052,-0.11571,1.35352,1.06938,-0.03396,85
2,20004.453,0.36515,0.02374,0.01999,0.97263,-0.2823,12516.703,0.37813,-0.00082,28.40909,0.6471,-0.11317,1.35352,0.76968,-0.03397,85
1,20004.453,0.71374,0.02834,0.01999,1.33144,-0.27457,15829.126,0.74254,4e-05,28.40909,0.99198,-0.11743,1.35352,1.12154,-0.03409,85
1,20004.453,0.71232,0.0264,0.01999,1.31849,-0.29048,12516.703,0.72533,-0.00012,35.93134,0.96612,-0.11708,1.35352,1.11981,-0.03454,85
1,20004.453,0.35337,0.04695,0.01999,1.29805,-0.34533,1.70952,1.15469,0.00155,22.48202,0.83732,-0.19221,0.84734,1.07279,-0.05924,85
1,20004.453,0.35445,0.04697,0.01999,1.29154,-0.36081,12516.703,0.38264,0.00291,28.40909,0.80118,-0.19204,0.84734,1.06934,-0.05865,85
1,20004.453,0.66725,0.02735,0.01999,1.2797,-0.27423,15829.126,0.68988,-0.00042,28.40909,0.94366,-0.11647,1.35352,1.07441,-0.03494,85
1,20004.453,0.35546,0.04746,0.01999,1.29953,-0.35148,12516.703,0.38557,0.00237,22.48202,0.83668,-0.19237,0.84734,1.07281,-0.05836,85
2,20004.453,0.36578,0.02375,0.01999,0.97306,-0.29561,12516.703,0.38029,-0.00203,35.93134,0.62614,-0.11424,1.07079,0.77289,-0.034,85
2,20004.453,0.45495,0.02446,0.01999,1.16747,-0.29489,15829.126,0.48575,-0.00018,35.93134,0.77683,-0.13298,1.07079,0.95253,-0.04067,85
2,20004.453,0.36567,0.02348,0.01999,0.98382,-0.2768,12516.703,0.37833,-0.00066,35.93134,0.62558,-0.11586,1.35352,0.77225,-0.03427,85
1,20004.453,0.35318,0.0467,0.01999,1.31677,-0.36316,12516.703,0.38312,0.00255,22.48202,0.83792,-0.19309,0.84734,1.07361,-0.05831,85
2,20004.453,0.45326,0.0248,0.01999,1.16128,-0.29595,15829.126,0.485,0.00062,35.93134,0.77407,-0.13374,1.35352,0.9489,-0.04072,84
1,20004.453,0.65186,0.02816,0.01999,1.26417,-0.27559,12516.703,0.66591,4e-05,28.40909,0.92927,-0.11832,1.35352,1.06116,-0.03452,84
1,20004.453,0.275,0.02826,0.01999,1.00137,-0.30153,12516.703,0.28946,-0.00107,28.40909,0.61804,-0.14056,1.35352,0.77872,-0.04141,84
5,20004.453,0.40385,0.02124,0.01999,1.3085,-0.34793,15829.126,0.42694,-0.00063,28.40909,0.83285,-0.17618,0.84734,1.08059,-0.05667,84
1,20004.453,0.35601,0.04466,0.01999,1.30305,-0.35135,12516.703,0.38617,0.00211,28.40909,0.80198,-0.19405,0.84734,1.07362,-0.05874,84
2,20004.453,0.36438,0.02401,0.01999,0.99223,-0.28519,12516.703,0.38169,-0.00204,35.93134,0.62534,-0.11525,1.35352,0.77348,-0.0341,84
1,20004.453,0.35734,0.04701,0.01999,1.30006,-0.34375,12516.703,0.38729,0.00243,22.48202,0.83764,-0.19207,0.84734,1.07149,-0.05948,84
1,20004.453,0.3552,0.04764,0.01999,1.30375,-0.36424,12516.703,0.38487,0.00333,22.48202,0.83843,-0.19399,0.84734,1.07902,-0.05938,84
2,20004.453,0.36388,0.02399,0.01999,0.99155,-0.28485,0.41976,1.02171,0.00213,35.93134,0.62621,-0.11497,1.35352,0.77086,-0.03437,84
1,20004.453,0.64369,0.02638,0.01999,1.25286,-0.27972,15829.126,0.67681,0.00015,28.40909,0.91947,-0.11813,1.07079,1.05519,-0.03423,84
2,20004.453,0.45215,0.0238,0.01999,1.15952,-0.30262,15829.126,0.48309,-0.00051,35.93134,0.77263,-0.135,1.07079,0.95153,-0.04103,84
1,20004.453,0.35544,0.04774,0.01999,1.3014,-0.3436,12516.703,0.38645,0.00327,22.48202,0.83775,-0.19329,0.84734,1.073,-0.05929,84
5,20004.453,0.40705,0.02151,0.01999,1.30805,-0.32781,15829.126,0.43112,-0.00044,28.40909,0.83518,-0.17477,0.84734,1.08371,-0.05725,84
2,20004.453,0.36457,0.02374,0.01999,0.99248,-0.28654,0.33183,1.04135,-0.00159,28.40909,0.64933,-0.11463,1.35352,0.7723,-0.03445,84
5,20004.453,0.40437,0.02196,0.01999,1.30433,-0.33625,15829.126,0.43151,0.00027,28.40909,0.83575,-0.17635,0.84734,1.08224,-0.05633,84
1,20004.453,0.27538,0.02554,0.01999,0.99717,-0.30746,15829.126,0.30137,0.00217,28.40909,0.61796,-0.13972,1.07079,0.78424,-0.0412,84
1,20004.453,0.65395,0.0278,0.01999,1.27435,-0.27555,12516.703,0.66786,-0.0001,35.93134,0.90833,-0.11722,1.35352,1.0646,-0.0353,84
1,20004.453,0.67028,0.02747,0.01999,1.27973,-0.27821,12516.703,0.67791,-0.00017,28.40909,0.9471,-0.11717,1.07079,1.08137,-0.03443,84
2,20004.453,0.45164,0.0233,0.01999,1.15868,-0.30286,15829.126,0.48578,-0.00075,28.40909,0.79664,-0.13324,1.07079,0.95118,-0.04107,84
2,20004.453,0.45205,0.02316,0.01999,1.17086,-0.29994,15829.126,0.48567,-3e-05,35.93134,0.77176,-0.13458,1.35352,0.94725,-0.04129,84
1,20004.453,0.35449,0.04678,0.01999,1.30618,-0.34603,2.16054,1.04505,-0.0005,22.48202,0.84172,-0.19469,0.84734,1.07878,-0.06031,84
1,20004.453,0.3553,0.04625,0.01999,1.31102,-0.34202,0.26261,0.74698,7e-05,28.40909,0.80333,-0.19439,0.84734,1.07877,-0.06014,84
1,20004.453,0.69112,0.02643,0.01999,1.29719,-0.2875,12516.703,0.70413,0.00047,35.93134,0.94329,-0.11676,1.35352,1.09898,-0.03426,84
1,20004.453,0.35744,0.0467,0.01999,1.30371,-0.3467,0.06443,2.23013,-0.00068,28.40909,0.80241,-0.19417,0.84734,1.07722,-0.05928,84
1,20004.453,0.2732,0.02669,0.01999,1.00332,-0.30275,15829.126,0.30334,0.00123,28.40909,0.61766,-0.14182,1.07079,0.78535,-0.04193,84
2,20004.453,0.36511,0.02338,0.01999,0.97845,-0.28538,0.67072,0.95406,-0.00141,35.93134,0.62561,-0.11571,1.35352,0.77434,-0.03474,84
2,20004.453,0.36678,0.02389,0.01999,0.97859,-0.29732,12516.703,0.38072,-0.00201,35.93134,0.6259,-0.11544,1.07079,0.77882,-0.0342,84
5,20004.453,0.40813,0.02227,0.01999,1.32109,-0.34225,15829.126,0.43332,-0.00027,22.48202,0.86898,-0.17514,0.84734,1.0846,-0.05671,84
2,20004.453,0.45344,0.02309,0.01999,1.16037,-0.29984,15829.126,0.48556,-2e-05,35.93134,0.7739,-0.13502,1.07079,0.9539,-0.04075,84
5,20004.453,0.40752,0.02051,0.01999,1.31284,-0.3281,15829.126,0.43384,-0.00036,22.48202,0.86965,-0.17567,0.84734,1.08515,-0.05773,84
2,20004.453,0.45122,0.02355,0.01999,1.17476,-0.30666,15829.126,0.48513,-0.00135,35.93134,0.7712,-0.13469,1.07079,0.95305,-0.04135,84
2,20004.453,0.36717,0.02476,0.01999,0.99006,-0.29901,0.33183,1.03879,0.00092,35.93134,0.62553,-0.11436,1.35352,0.77576,-0.03431,84
1,20004.453,0.27337,0.02614,0.01999,1.00923,-0.30237,0.67072,0.95892,-4e-05,28.40909,0.61722,-0.13972,1.35352,0.78222,-0.04228,84
2,20004.453,0.36723,0.02362,0.01999,0.97755,-0.29399,12516.703,0.38129,-0.00303,35.93134,0.62618,-0.11485,1.35352,0.77523,-0.03383,84
2,20004.453,0.36713,0.02434,0.01999,0.98241,-0.27823,0.67072,0.95629,-0.00211,28.40909,0.64963,-0.11484,1.35352,0.7755,-0.03453,84
1,20004.453,0.35722,0.04653,0.01999,1.31736,-0.34522,12516.703,0.38677,0.00323,22.48202,0.83803,-0.19331,0.67072,1.08196,-0.05935,84
2,20004.453,0.4529,0.02442,0.01999,1.16443,-0.3038,15829.126,0.48409,-0.00111,28.40909,0.79835,-0.13538,1.07079,0.95501,-0.04148,84
1,20004.453,0.70635,0.02595,0.01999,1.32398,-0.2777,15829.126,0.74979,-0.00115,28.40909,0.98616,-0.11915,1.35352,1.1208,-0.035,84
1,20004.453,0.27517,0.02582,0.01999,1.00708,-0.30227,0.67072,1.00797,0.00034,35.93134,0.59016,-0.13966,1.35352,0.78188,-0.042,84
2,20004.453,0.45509,0.02437,0.01999,1.167,-0.29649,15829.126,0.48728,6e-05,28.40909,0.79958,-0.13589,1.07079,0.95631,-0.04098,84
1,20004.453,0.35655,0.04848,0.01999,1.31831,-0.37026,12516.703,0.38554,0.00215,22.48202,0.84329,-0.19869,0.84734,1.08868,-0.06056,84
2,20004.453,0.45121,0.02445,0.01999,1.16568,-0.29653,15829.126,0.48603,-0.00048,35.93134,0.77226,-0.134,1.35352,0.95085,-0.0412,84
1,20004.453,0.35672,0.04557,0.01999,1.30352,-0.35247,0.67072,1.33542,0.00156,22.48202,0.83688,-0.19489,0.84734,1.07633,-0.05908,84
2,20004.453,0.45712,0.0231,0.01999,1.17888,-0.30261,15829.126,0.4901,5e-05,35.93134,0.77542,-0.13431,1.07079,0.95773,-0.04148,84
1,20004.453,0.27446,0.02493,0.01999,1.00542,-0.30285,15829.126,0.30169,0.00132,22.48202,0.64497,-0.1399,1.07079,0.78681,-0.04228,84
5,20004.453,0.40701,0.02173,0.01999,1.31479,-0.32828,15829.126,0.43344,-0.00027,22.48202,0.86968,-0.17571,0.84734,1.08612,-0.05739,84
2,20004.453,0.3665,0.02433,0.01999,0.97969,-0.28166,12516.703,0.38293,-0.00218,28.40909,0.65047,-0.11596,1.35352,0.7753,-0.03475,84
1,20004.453,0.35706,0.04833,0.01999,1.32542,-0.34705,0.04042,1.0881,-0.00057,22.48202,0.84052,-0.1958,0.67072,1.0871,-0.05967,84
1,20004.453,0.73138,0.02645,0.01999,1.34866,-0.2961,0.26261,1.43076,0.0002,28.40909,1.01104,-0.11749,1.07079,1.14838,-0.03526,84
1,20004.453,0.7355,0.02689,0.01999,1.35214,-0.28429,15829.126,0.76516,-8e-05,28.40909,1.01523,-0.11862,1.35352,1.1488,-0.03517,84
5,20004.453,0.4103,0.02127,0.01999,1.30738,-0.32812,2.16054,1.04446,-0.00023,22.48202,0.86515,-0.17354,0.84734,1.08223,-0.05738,84
1,20004.453,0.2753,0.0265,0.01999,1.01144,-0.32919,15829.126,0.30342,0.00035,35.93134,0.58908,-0.14038,1.07079,0.78794,-0.04231,84
1,20004.453,0.73735,0.02576,0.01999,1.36632,-0.27865,12516.703,0.75059,-0.00047,28.40909,1.01594,-0.11875,1.35352,1.15242,-0.03514,84
2,20004.453,0.45355,0.02368,0.01999,1.17175,-0.29741,15829.126,0.48608,-0.0015,28.40909,0.80024,-0.13617,1.35352,0.95605,-0.04184,84
2,20004.453,0.36819,0.02272,0.01999,0.99399,-0.2789,12516.703,0.38062,-0.00253,35.93134,0.62569,-0.11524,1.07079,0.78026,-0.03488,84
2,20004.453,0.4567,0.02361,0.01999,1.16921,-0.31621,15829.126,0.48837,-6e-05,35.93134,0.77332,-0.13459,1.07079,0.95755,-0.04079,84
2,20004.453,0.45854,0.02442,0.01999,1.16924,-0.29725,15829.126,0.48972,-0.00062,28.40909,0.80027,-0.13445,1.35352,0.95605,-0.04143,84
1,20004.453,0.3587,0.04722,0.01999,1.31561,-0.34508,2.16054,1.05351,-0.00018,22.48202,0.84058,-0.1957,0.84734,1.08329,-0.06016,84
2,20004.453,0.36786,0.02308,0.01999,0.98257,-0.28772,12516.703,0.38342,-0.00111,28.40909,0.65028,-0.11591,1.35352,0.77939,-0.03475,84
1,20004.453,0.35752,0.0471,0.01999,1.31675,-0.35465,12516.703,0.38691,0.00291,22.48202,0.84067,-0.19687,0.84734,1.08703,-0.0602,84
5,20004.453,0.4076,0.02205,0.01999,1.31328,-0.32792,15829.126,0.43289,0.0003,28.40909,0.83734,-0.17516,0.84734,1.08578,-0.0581,84
2,20004.453,0.45477,0.02221,0.01999,1.16645,-0.30259,15829.126,0.48791,-0.00141,35.93134,0.77473,-0.13619,1.07079,0.95955,-0.04125,84
2,20004.453,0.36759,0.02372,0.01999,0.99278,-0.27884,0.10309,0.79751,-0.00015,35.93134,0.62714,-0.11636,1.35352,0.77817,-0.03514,84
1,20004.453,0.7488,0.02634,0.01999,1.37014,-0.27748,12516.703,0.76194,0.00032,28.40909,1.0269,-0.11977,1.35352,1.16321,-0.03493,84
1,20004.453,0.27546,0.02674,0.01999,1.00928,-0.30416,12516.703,0.28661,-0.00121,28.40909,0.61817,-0.14285,1.35352,0.78529,-0.04248,84
5,20004.453,0.41182,0.02255,0.01999,1.31436,-0.33356,15829.126,0.43884,-0.00026,28.40909,0.83294,-0.17372,0.84734,1.078,-0.05655,84
2,20004.453,0.36795,0.02256,0.01999,0.98376,-0.28626,12516.703,0.37964,-0.00208,35.93134,0.62712,-0.11587,1.07079,0.78143,-0.03464,84
2,20004.453,0.45795,0.02221,0.01999,1.18184,-0.31155,0.33183,1.27948,6e-05,28.40909,0.80206,-0.13536,1.07079,0.95988,-0.0415,84
5,20004.453,0.41286,0.022,0.01999,1.30195,-0.32922,15829.126,0.43998,-5e-05,22.48202,0.86443,-0.17267,0.84734,1.0787,-0.05681,84
1,20004.453,0.73912,0.02689,0.01999,1.35829,-0.28558,12516.703,0.75055,-0.00177,28.40909,1.01686,-0.11978,1.07079,1.15729,-0.03568,83
5,20004.453,0.40762,0.02206,0.01999,1.3217,-0.33033,15829.126,0.43429,-0.0004,22.48202,0.86998,-0.17611,0.67072,1.09377,-0.05802,83
2,20004.453,0.45602,0.02283,0.01999,1.16817,-0.30402,15829.126,0.48978,-0.0014,28.40909,0.80191,-0.13554,1.35352,0.95809,-0.04198,83
2,20004.453,0.36845,0.02408,0.01999,0.99794,-0.29776,0.08153,0.77097,-0.00077,35.93134,0.62704,-0.11623,1.07079,0.78126,-0.03501,83
5,20004.453,0.40951,0.02173,0.01999,1.31382,-0.32893,15829.126,0.43338,0.00012,22.48202,0.86915,-0.17627,0.67072,1.09242,-0.05822,83
1,20004.453,0.27433,0.02606,0.01999,1.00453,-0.31295,15829.126,0.30157,0.00132,28.40909,0.61666,-0.14291,1.07079,0.7894,-0.04245,83
2,20004.453,0.45787,0.02315,0.01999,1.17106,-0.30485,15829.126,0.49015,-0.00055,28.40909,0.80012,-0.13622,1.07079,0.96055,-0.04172,83
2,20004.453,0.4603,0.02391,0.01999,1.17633,-0.29654,15829.126,0.49447,-0.00127,35.93134,0.7768,-0.13492,1.35352,0.95973,-0.04126,83
1,20004.453,0.74768,0.02453,0.01999,1.37503,-0.29843,12516.703,0.76107,-3e-05,28.40909,1.02578,-0.11953,1.07079,1.16634,-0.03559,83
5,20004.453,0.40922,0.02209,0.01999,1.30735,-0.33535,15829.126,0.43581,5e-05,22.48202,0.86727,-0.17548,0.84734,1.08597,-0.05739,83
2,20004.453,0.36719,0.02342,0.01999,0.98651,-0.287,15829.126,0.38201,0.00183,28.40909,0.65089,-0.11749,1.35352,0.78089,-0.0353,83
1,20004.453,0.75818,0.02558,0.01999,1.37869,-0.28399,12516.703,0.77032,8e-05,28.40909,1.03678,-0.11968,1.35352,1.17373,-0.0359,83
1,20004.453,0.75016,0.02673,0.01999,1.3772,-0.27794,15829.126,0.78056,-0.00069,28.40909,1.02865,-0.11974,1.35352,1.16598,-0.03533,83
2,20004.453,0.45475,0.02262,0.01999,1.1771,-0.2983,15829.126,0.48742,-0.00086,28.40909,0.79929,-0.13728,1.35352,0.95998,-0.04233,83
1,20004.453,0.73772,0.02486,0.01999,1.35576,-0.28931,0.08153,1.16295,1e-05,28.40909,1.01735,-0.1208,1.35352,1.15478,-0.03556,83
1,20004.453,0.3602,0.04677,0.01999,1.31497,-0.34972,2.16054,1.06167,0.00264,22.48202,0.83924,-0.19714,0.84734,1.08638,-0.06082,83
5,20004.453,0.4099,0.0216,0.01999,1.31788,-0.35017,15829.126,0.43437,-0.00011,28.40909,0.83645,-0.17563,0.84734,1.0881,-0.05716,83
2,20004.453,0.36939,0.02237,0.01999,0.99483,-0.30211,12516.703,0.38389,-0.00193,28.40909,0.65115,-0.11731,1.07079,0.78429,-0.03538,83
1,20004.453,0.36171,0.04636,0.01999,1.31709,-0.35507,1.35352,1.21395,0.00091,22.48202,0.84048,-0.19724,0.84734,1.08715,-0.05961,83
2,20004.453,0.3694,0.02206,0.01999,1.00295,-0.29697,0.53067,0.95909,0.0002,35.93134,0.62635,-0.11844,1.35352,0.78181,-0.03554,83
2,20004.453,0.45743,0.02325,0.01999,1.16994,-0.31033,15829.126,0.48791,-0.00193,28.40909,0.80351,-0.13618,1.07079,0.96554,-0.04115,83
1,20004.453,0.77253,0.02502,0.01999,1.39601,-0.28638,12516.703,0.78587,0.00013,28.40909,1.05138,-0.12026,1.07079,1.19354,-0.0359,83
1,20004.453,0.35821,0.0468,0.01999,1.31992,-0.35163,12516.703,0.38879,0.00257,22.48202,0.84168,-0.19796,0.84734,1.09304,-0.06125,83
2,20004.453,0.36892,0.02147,0.01999,0.99903,-0.28105,15829.126,0.38109,0.00258,28.40909,0.65174,-0.11758,1.35352,0.78314,-0.03516,83
1,20004.453,0.27389,0.02669,0.01999,1.02343,-0.32783,15829.126,0.30338,-0.00012,28.40909,0.61808,-0.14304,1.07079,0.79155,-0.04247,83
5,20004.453,0.41142,0.02115,0.01999,1.31002,-0.34399,15829.126,0.43752,-0.00032,22.48202,0.87086,-0.17649,0.84734,1.09129,-0.05799,83
2,20004.453,0.45502,0.02364,0.01999,1.1732,-0.30505,15829.126,0.48827,-0.00146,28.40909,0.80011,-0.13647,1.07079,0.96325,-0.0422,83
2,20004.453,0.37079,0.02353,0.01999,1.00059,-0.28128,0.67072,0.97619,0.0004,35.93134,0.62673,-0.11773,1.35352,0.78283,-0.03482,83
2,20004.453,0.46115,0.02356,0.01999,1.17798,-0.29852,15829.126,0.49572,-0.00144,28.40909,0.80523,-0.13708,1.35352,0.96458,-0.04166,83
1,20004.453,0.77856,0.02556,0.01999,1.39998,-0.29594,15829.126,0.80779,-0.0007,28.40909,1.05675,-0.12068,1.35352,1.19738,-0.03535,83
1,20004.453,0.75431,0.02475,0.01999,1.37706,-0.28653,12516.703,0.76863,-0.00053,28.40909,1.03316,-0.11917,1.35352,1.17297,-0.0355,83
2,20004.453,0.45581,0.02361,0.01999,1.17265,-0.30571,15829.126,0.49211,-0.00149,35.93134,0.77425,-0.13696,1.07079,0.96336,-0.04206,83
1,20004.453,0.27587,0.02649,0.01999,1.02679,-0.32607,15829.126,0.30304,0.00037,28.40909,0.61918,-0.14352,1.07079,0.79367,-0.04273,83
5,20004.453,0.41564,0.02232,0.01999,1.31911,-0.3303,15829.126,0.44032,-0.00041,22.48202,0.869,-0.17464,0.84734,1.0871,-0.05739,83
1,20004.453,0.36066,0.04742,0.01999,1.32517,-0.34805,12516.703,0.38895,0.00294,22.48202,0.84376,-0.20038,0.84734,1.09363,-0.06126,83
2,20004.453,0.46273,0.02362,0.01999,1.18797,-0.30158,15829.126,0.49527,-0.00122,28.40909,0.8039,-0.13732,1.35352,0.96283,-0.04221,83
2,20004.453,0.36717,0.02072,0.01999,0.99063,-0.28735,12516.703,0.38155,-0.00264,35.93134,0.62779,-0.11845,1.35352,0.78479,-0.0355,83
1,20004.453,0.77518,0.02486,0.01999,1.40264,-0.27922,0.67072,1.41329,-0.0013,28.40909,1.05262,-0.12201,1.35352,1.19327,-0.03604,83
1,20004.453,0.36029,0.04693,0.01999,1.33364,-0.34719,12516.703,0.39183,0.00247,22.48202,0.84219,-0.19979,0.84734,1.09192,-0.06078,83
1,20004.453,0.27627,0.02717,0.01999,1.02225,-0.30634,15829.126,0.30389,0.00011,28.40909,0.61567,-0.14248,1.35352,0.78888,-0.04293,83
2,20004.453,0.46252,0.02366,0.01999,1.1783,-0.30548,15829.126,0.49526,-0.00086,28.40909,0.80476,-0.13722,1.07079,0.96788,-0.04149,83
1,20004.453,0.73447,0.02533,0.01999,1.35336,-0.29396,12516.703,0.74877,-0.00025,28.40909,1.01242,-0.12082,1.35352,1.15304,-0.03553,83
1,20004.453,0.35779,0.04438,0.01999,1.32229,-0.35026,12516.703,0.38931,0.00271,22.48202,0.84501,-0.19939,0.84734,1.0933,-0.06132,83
1,20004.453,0.27613,0.0254,0.01999,1.02662,-0.32953,15829.126,0.30309,0.00069,28.40909,0.61762,-0.14325,0.84734,0.79916,-0.04336,83
5,20004.453,0.41463,0.02106,0.01999,1.30858,-0.33522,15829.126,0.44125,-9e-05,22.48202,0.86717,-0.17485,0.84734,1.08761,-0.0578,83
2,20004.453,0.46087,0.02421,0.01999,1.18312,-0.29902,15829.126,0.49247,-0.00097,28.40909,0.80641,-0.1373,1.07079,0.97055,-0.04206,83
1,20004.453,0.27648,0.02559,0.01999,1.02742,-0.31066,15829.126,0.30323,0.00021,28.40909,0.61549,-0.14276,1.35352,0.78979,-0.04357,83
2,20004.453,0.36683,0.02168,0.01999,0.99741,-0.28032,15829.126,0.384,0.00145,35.93134,0.62878,-0.11838,1.35352,0.78542,-0.03532,83
1,20004.453,0.73882,0.02538,0.01999,1.36798,-0.27982,12516.703,0.75118,-0.00062,28.40909,1.01651,-0.12164,1.07079,1.16262,-0.0357,83
2,20004.453,0.36978,0.02154,0.01999,1.00424,-0.28159,15829.126,0.38259,0.00128,35.93134,0.62822,-0.11847,1.70952,0.78293,-0.0356,83
1,20004.453,0.27552,0.02616,0.01999,1.02042,-0.30585,15829.126,0.30274,-0.00062,28.40909,0.61474,-0.14435,1.07079,0.79393,-0.043,83
5,20004.453,0.41433,0.02142,0.01999,1.30935,-0.34892,15829.126,0.44283,0.00035,22.48202,0.86787,-0.17553,0.84734,1.08809,-0.05731,83
2,20004.453,0.45891,0.02314,0.01999,1.1733,-0.31179,15829.126,0.49155,-0.00074,28.40909,0.80342,-0.13873,1.35352,0.96478,-0.04228,83
2,20004.453,0.36967,0.02211,0.01999,1.00878,-0.28459,0.67072,0.97784,-0.00068,35.93134,0.62835,-0.1189,1.35352,0.78731,-0.03557,83
1,20004.453,0.73557,0.02406,0.01999,1.36084,-0.28761,12516.703,0.74799,-6e-05,28.40909,1.01419,-0.12175,1.07079,1.15779,-0.03627,83
2,20004.453,0.37008,0.0205,0.01999,0.99455,-0.28321,0.33183,0.94897,-0.0,28.40909,0.65177,-0.1196,1.07079,0.7902,-0.03557,83
